0.0000000	970745	110312	0.000000
0.0000250	988395	115607	0.000000
0.0000525	988395	119578	-0.000003
0.0000350	966333	123991	-0.000001
0.0000375	988395	124873	-0.000001
0.0000450	988395	123991	0.000000
0.0000750	979570	123549	0.000001
0.0001100	970745	126638	-0.000001
0.0000950	979570	127962	-0.000003
0.0000975	975158	130168	-0.000001
0.0001175	992808	130168	-0.000001
0.0001275	979570	130168	0.000000
0.0001050	979570	131051	-0.000004
0.0001150	970745	133257	-0.000001
0.0000975	966333	132816	-0.000001
0.0001300	979570	132816	-0.000001
0.0001625	975158	134581	0.000001
0.0001550	983983	134139	0.000000
0.0001725	992808	135904	-0.000002
0.0001025	979570	134581	-0.000001
0.0002000	970745	136346	-0.000002
0.0001825	979570	136346	-0.000001
0.0001925	970745	137669	-0.000002
0.0001975	983983	138111	0.000000
0.0001900	983983	142082	-0.000001
0.0002450	988395	142964	-0.000003
0.0002375	979570	143406	-0.000001
0.0002425	983983	142964	-0.000002
0.0002375	988395	144288	0.000000
0.0002375	983983	147377	0.000001
0.0002400	979570	150024	-0.000001
0.0002900	983983	153113	0.000000
0.0002800	988395	155319	-0.000002
0.0003250	983983	155319	0.000000
0.0003125	975158	157525	-0.000002
0.0002750	975158	162379	-0.000002
0.0002575	979570	165468	-0.000001
0.0002800	979570	169880	0.000000
0.0002875	975158	168998	-0.000001
0.0003200	983983	168557	-0.000001
0.0003425	979570	172528	-0.000001
0.0003250	983983	175617	-0.000002
0.0003250	966333	179588	0.000000
0.0003500	966333	185324	0.000000
0.0003475	988395	184883	-0.000001
0.0003650	975158	184883	-0.000001
0.0003575	966333	187972	0.000001
0.0003875	983983	190178	0.000001
0.0004150	983983	196797	-0.000002
0.0004225	979570	203857	0.000001
0.0004050	975158	204298	-0.000002
0.0004700	988395	206504	-0.000001
0.0004200	979570	210034	-0.000002
0.0004075	979570	211799	-0.000002
0.0004225	979570	217094	-0.000002
0.0004300	979570	222830	-0.000001
0.0004600	979570	223713	0.000000
0.0005200	979570	226801	-0.000003
0.0004125	970745	229449	-0.000001
0.0004575	970745	232096	-0.000002
0.0004825	983983	232979	-0.000001
0.0005425	975158	235185	-0.000004
0.0004875	979570	235185	-0.000001
0.0005300	961920	238274	-0.000003
0.0005775	983983	240480	-0.000003
0.0005350	975158	242686	-0.000003
0.0004975	975158	246658	-0.000001
0.0005275	970745	247981	-0.000002
0.0005350	979570	249746	-0.000002
0.0005725	970745	251070	-0.000001
0.0005425	966333	256806	-0.000004
0.0005800	983983	258130	-0.000001
0.0006225	966333	259454	0.000000
0.0006200	970745	259012	0.000001
0.0005775	970745	260777	-0.000003
0.0005575	966333	262984	0.000000
0.0006100	966333	268279	-0.000003
0.0006450	966333	273574	-0.000002
0.0006175	957508	274456	-0.000003
0.0006375	975158	277104	-0.000004
0.0006575	975158	278869	0.000001
0.0006150	961920	282840	-0.000004
0.0006450	957508	288576	-0.000003
0.0006750	957508	295195	-0.000003
0.0006450	961920	296519	-0.000005
0.0007100	953095	297401	-0.000003
0.0006700	953095	299607	-0.000003
0.0007375	957508	300049	-0.000006
0.0006975	953095	306667	-0.000003
0.0007175	961920	309315	-0.000005
0.0006975	939858	310197	-0.000004
0.0007675	948683	311962	-0.000006
0.0007600	935445	313727	-0.000005
0.0007050	931033	314168	-0.000006
0.0007425	948683	319022	-0.000007
0.0007800	939858	321670	-0.000006
0.0007750	939858	321228	-0.000008
0.0007825	935445	323876	-0.000009
0.0008000	926620	323876	-0.000007
0.0008200	931033	327847	-0.000007
0.0007925	931033	331377	-0.000005
0.0007850	917796	336231	-0.000006
0.0008075	922208	336672	-0.000005
0.0008150	913383	337113	-0.000010
0.0008250	917796	337996	-0.000010
0.0008200	908971	338878	-0.000009
0.0008100	904558	342408	-0.000009
0.0008750	904558	344615	-0.000010
0.0008625	917796	344173	-0.000009
0.0008725	895733	344173	-0.000011
0.0008925	895733	347262	-0.000014
0.0008425	891321	345938	-0.000010
0.0009000	900146	347703	-0.000012
0.0009175	900146	349468	-0.000013
0.0009500	886908	349468	-0.000013
0.0009375	882496	351233	-0.000012
0.0009575	886908	351675	-0.000014
0.0009475	869258	351675	-0.000011
0.0009950	886908	353440	-0.000015
0.0009375	882496	352998	-0.000015
0.0009425	878083	350792	-0.000014
0.0009600	860433	351675	-0.000016
0.0009450	864846	349910	-0.000015
0.0009750	864846	351675	-0.000018
0.0010000	856021	350351	-0.000017
0.0010175	851608	352116	-0.000017
0.0010175	851608	350351	-0.000015
0.0010125	842783	350792	-0.000018
0.0010050	838371	351233	-0.000018
0.0010725	833958	352998	-0.000020
0.0009975	842783	352998	-0.000018
0.0010575	833958	350351	-0.000017
0.0010625	820721	352998	-0.000019
0.0010950	842783	352557	-0.000020
0.0010300	833958	356528	-0.000019
0.0011125	825133	355646	-0.000024
0.0011075	816309	354763	-0.000022
0.0011050	811896	354763	-0.000021
0.0010975	811896	353881	-0.000022
0.0011050	789834	353440	-0.000023
0.0011400	794246	353440	-0.000020
0.0011425	798659	356970	-0.000023
0.0011700	803071	354322	-0.000023
0.0011850	798659	354322	-0.000025
0.0011825	785421	352557	-0.000025
0.0011675	785421	351675	-0.000027
0.0011925	785421	353881	-0.000025
0.0012050	789834	353440	-0.000026
0.0011500	776596	352557	-0.000027
0.0012075	772184	349910	-0.000028
0.0012500	763359	349910	-0.000028
0.0011950	754534	349027	-0.000026
0.0012025	763359	351233	-0.000028
0.0012525	754534	351233	-0.000029
0.0012725	758946	350351	-0.000028
0.0012400	741296	352116	-0.000031
0.0012425	732471	352557	-0.000029
0.0012550	741296	352116	-0.000030
0.0012450	736884	352998	-0.000032
0.0012650	736884	355205	-0.000032
0.0013225	736884	355646	-0.000032
0.0013125	728059	355646	-0.000033
0.0013125	719234	354763	-0.000031
0.0012800	728059	354322	-0.000033
0.0012825	723646	355205	-0.000032
0.0013375	732471	354763	-0.000034
0.0013250	710409	352557	-0.000033
0.0013700	714822	352116	-0.000036
0.0013550	710409	352998	-0.000035
0.0013750	719234	352998	-0.000033
0.0013300	714822	352998	-0.000033
0.0013750	701584	351675	-0.000034
0.0013600	697172	348145	-0.000035
0.0014025	697172	346821	-0.000033
0.0014050	701584	348145	-0.000037
0.0014425	705997	345497	-0.000035
0.0014225	701584	347703	-0.000034
0.0014750	701584	348145	-0.000039
0.0014300	701584	346821	-0.000037
0.0014500	688347	346821	-0.000034
0.0014575	683934	347262	-0.000038
0.0014550	683934	348586	-0.000036
0.0014725	683934	352557	-0.000036
0.0014800	670697	353881	-0.000039
0.0014950	683934	351233	-0.000038
0.0014875	675109	352998	-0.000038
0.0015325	666284	352998	-0.000039
0.0015225	675109	354763	-0.000038
0.0014675	679522	355646	-0.000038
0.0015750	661872	355205	-0.000038
0.0015275	657459	356087	-0.000040
0.0016050	670697	356087	-0.000040
0.0015600	661872	355205	-0.000039
0.0015625	653047	354763	-0.000040
0.0015350	670697	353440	-0.000040
0.0015775	657459	353440	-0.000041
0.0015625	670697	353440	-0.000040
0.0015775	657459	352116	-0.000041
0.0015525	644222	353881	-0.000039
0.0015775	653047	353881	-0.000039
0.0015925	653047	353440	-0.000040
0.0016025	648634	353440	-0.000040
0.0016300	644222	354322	-0.000041
0.0016175	648634	355646	-0.000040
0.0016300	639809	358293	-0.000041
0.0016300	661872	357852	-0.000040
0.0016300	653047	356970	-0.000042
0.0017100	657459	355646	-0.000041
0.0016575	648634	356087	-0.000041
0.0016675	648634	356528	-0.000042
0.0016375	639809	356528	-0.000041
0.0016975	635397	356528	-0.000041
0.0016875	644222	355205	-0.000044
0.0017125	657459	354322	-0.000041
0.0017400	644222	353881	-0.000042
0.0017350	644222	355646	-0.000044
0.0017725	648634	356528	-0.000043
0.0017675	644222	358735	-0.000043
0.0017325	639809	356528	-0.000043
0.0018375	644222	357411	-0.000043
0.0017950	644222	358293	-0.000042
0.0017975	644222	360941	-0.000043
0.0017575	635397	364471	-0.000044
0.0018050	639809	364912	-0.000041
0.0018150	639809	364912	-0.000043
0.0018375	644222	363588	-0.000044
0.0018575	644222	364471	-0.000041
0.0017750	644222	364471	-0.000043
0.0018375	635397	366677	-0.000045
0.0018425	639809	367559	-0.000043
0.0018425	648634	366677	-0.000042
0.0018625	635397	364029	-0.000043
0.0018675	635397	363147	-0.000044
0.0018950	630984	365353	-0.000041
0.0018075	622159	367559	-0.000043
0.0018975	630984	370207	-0.000043
0.0018850	639809	367118	-0.000043
0.0019325	626572	367559	-0.000045
0.0019425	630984	367118	-0.000045
0.0019550	639809	366236	-0.000043
0.0019175	639809	365794	-0.000042
0.0019800	630984	366236	-0.000044
0.0019175	630984	365794	-0.000041
0.0019750	635397	365794	-0.000043
0.0019775	630984	366677	-0.000044
0.0019925	626572	367118	-0.000044
0.0019625	626572	371089	-0.000042
0.0020425	639809	371972	-0.000044
0.0020525	630984	374619	-0.000044
0.0020500	626572	374619	-0.000045
0.0020075	630984	376826	-0.000046
0.0020300	626572	378591	-0.000041
0.0020200	630984	380797	-0.000043
0.0020500	622159	381238	-0.000043
0.0020575	635397	381238	-0.000045
0.0021050	644222	383003	-0.000045
0.0020375	635397	385209	-0.000044
0.0020700	644222	387857	-0.000043
0.0020575	626572	387416	-0.000041
0.0021200	648634	390063	-0.000043
0.0021075	635397	392711	-0.000043
0.0020975	639809	395799	-0.000042
0.0021375	639809	396241	-0.000043
0.0021700	630984	399329	-0.000043
0.0021050	635397	399771	-0.000043
0.0021500	644222	400212	-0.000040
0.0021750	639809	401094	-0.000043
0.0021325	639809	401536	-0.000042
0.0021925	644222	402859	-0.000044
0.0022375	644222	405507	-0.000043
0.0021850	644222	405948	-0.000043
0.0021750	630984	405948	-0.000042
0.0022050	644222	409478	-0.000042
0.0022325	644222	409478	-0.000043
0.0021925	635397	413008	-0.000043
0.0022375	653047	415214	-0.000041
0.0022375	648634	415214	-0.000042
